
15211.29212	14985.33725	63.39855245	30.52402399	15.60567716	14.89629525	17.17133986	17.75805202	9.342347477	4.266245247	4.458742256	3.889569806	3.012201426	3.087642636	2.813678726	1.728218646	1.333698932	1.125154763	1.215417872	1.661083996	1.35686169	0.944983696	0.762748136	0.751651628	0.747650243	0.876527411	0.901484759	0.741696847	0.85618318	0.651523334	0.614332397	0.622196197	0.472143035	0.530968696	0.509853232	0.442544172	0.532862815	0.546741162	0.436294101	0.495964089	0.44652516	0.473705754	0.457062002	0.479764166	0.508365079	0.473880609	0.542855342	0.585610005	0.639534077	0.792636013	1.076818644	1.536332403	1.97832045	1.778377445	1.281556625	0.5595909	0.269640277	0.182543581	0.145188621	0.120547825	0.113507139	0.111022858	0.107369233	0.103847355	0.107119068
15209.14958	14983.26436	63.39303521	30.41735702	15.55360458	14.94143636	17.15033074	17.81600024	9.372937876	4.313245096	4.434701769	3.960449463	3.050769343	3.048927114	2.819961154	1.743416415	1.326642472	1.133861511	1.17884436	1.657160177	1.35843893	0.964999148	0.761476209	0.751166797	0.739445323	0.882616891	0.891212481	0.74236513	0.85003273	0.661804446	0.601398442	0.615586422	0.472746259	0.544888234	0.499037804	0.443021085	0.539803612	0.543164263	0.445684872	0.482909765	0.445154525	0.462937195	0.463161449	0.46470384	0.503502826	0.473889751	0.546673634	0.573800567	0.645061908	0.785432476	1.077714744	1.557124384	1.943577154	1.758690694	1.253846546	0.552202594	0.277915491	0.181829064	0.144498092	0.128598272	0.111746277	0.11258898	0.10730016	0.103484523	0.105299157
2300.011441	2173.31485	16.00539335	12.3978119	10.13970703	10.5473394	14.58609992	19.35522057	7.854543546	2.301460069	2.454656318	2.05773131	1.931762717	2.261932315	1.205005628	0.694244646	0.50509189	0.528511479	0.691865627	0.947037056	0.893826873	0.565676185	0.477066356	0.477935999	0.48648324	0.565055321	0.495070952	0.466240234	0.39429311	0.344880812	0.330569415	0.321748927	0.30385885	0.351395251	0.319588657	0.328879056	0.331620317	0.344517881	0.360362419	0.367816707	0.386181172	0.401784853	0.414067024	0.438798692	0.44776998	0.488818215	0.508599008	0.538993107	0.581845905	0.687044129	0.836105911	1.112084864	1.351101446	1.140966755	0.73742963	0.402549692	0.246524261	0.169841786	0.142415104	0.123550657	0.113216359	0.118354081	0.107094406	0.104789788	0.104363167
2299.946729	2173.283105	15.98781699	12.40617563	10.17699047	10.60172036	14.63922709	19.31967441	7.830086441	2.350842292	2.430701111	2.035990497	1.917307285	2.274709681	1.221951268	0.702067274	0.501448218	0.527530411	0.682535236	0.951648079	0.875565553	0.559951599	0.476103048	0.485468579	0.488262304	0.561613486	0.482327198	0.466390851	0.399919744	0.33705419	0.325475887	0.316500364	0.301954959	0.350585251	0.314314482	0.320240534	0.330467877	0.335638449	0.3565741	0.359144593	0.386714019	0.406559479	0.411526713	0.44301013	0.437995921	0.481813731	0.50870537	0.534430126	0.591408388	0.668188659	0.831582821	1.131681045	1.335543881	1.130412675	0.734862282	0.404771688	0.25105607	0.1668185	0.139811804	0.12035277	0.115390999	0.107732283	0.105990067	0.107224799	0.108064107
3475.776734	2027.823375	8.91058226	23.35036547	34.96276035	45.31173478	110.593515	296.1078526	171.1234743	108.937413	141.5877624	139.9564029	128.2243376	66.53028301	32.80033062	20.87538548	13.23095682	13.93539867	11.70482847	10.6783991	8.521244907	7.799004592	6.752953849	6.552406063	5.47731222	4.080093197	2.704328902	2.55490214	1.944854252	1.658840662	1.442419797	1.166237539	1.028806332	1.062807373	0.912257058	0.939222551	0.906015332	0.789586237	0.812444745	0.835100377	0.76890134	0.708230152	0.666426045	0.629565805	0.570570964	0.525423003	0.501518203	0.514409315	0.512950984	0.539413883	0.595039246	0.771397211	0.945093303	0.846101437	0.581823057	0.336347064	0.212329465	0.15839997	0.139669286	0.124844482	0.119371007	0.109294274	0.106079779	0.102062478	0.105475577
3479.713789	2028.699255	8.666587256	23.19379213	35.19760679	45.56985779	110.6787854	296.5391859	171.3155218	108.9266743	141.9053523	140.0233493	128.4597454	66.61382434	33.17558555	21.06029794	13.03126203	13.98161394	11.63912165	10.651584	8.526904612	7.999884509	6.816498013	6.554922046	5.433163011	4.073540162	2.699870685	2.537210763	1.958511238	1.615131541	1.423139739	1.119060704	1.035565822	1.044603703	0.883012645	0.938244146	0.886372484	0.784628944	0.801857952	0.817723959	0.778330652	0.719165218	0.671838353	0.63574954	0.579012325	0.549261201	0.535524528	0.558243183	0.554149225	0.569778448	0.64221983	0.822324678	1.007848717	0.912245368	0.639284418	0.391083328	0.288263292	0.242428726	0.215471623	0.199862781	0.188508817	0.185156419	0.184439413	0.182481733	0.18226786
3195.248378	2183.0347	8.960410157	29.53177713	41.69159421	43.33133084	79.89780203	176.6099032	113.7025801	78.0496068	118.2603977	64.85526188	50.39639181	40.17288265	24.83956144	17.48739146	11.24262604	12.09607265	10.03299033	10.95462235	9.339290305	8.336913316	6.288304303	5.956096574	5.362406719	4.608477624	3.548494616	2.927301456	2.464088635	2.240638445	1.761434363	1.593812713	1.23316852	1.246382343	1.038886269	1.03796863	0.924877365	0.888361095	0.86629512	0.870394459	0.762286052	0.661549887	0.637902739	0.606299523	0.615832935	0.657548404	0.627609232	0.619493532	0.646788238	0.764915976	1.055709339	1.785068434	2.319758183	2.115801476	1.495288138	0.663159754	0.327886692	0.215511209	0.162801452	0.151778696	0.145237253	0.13449773	0.132964943	0.128567722	0.13262429
3197.761743	2183.842843	8.945158854	29.55426109	41.81740876	43.36952035	80.03398835	176.7621701	113.8206829	78.08083635	118.4796477	64.9268656	50.57640024	40.35028816	25.04804564	17.55210338	11.35151235	12.11905898	10.10861625	11.05991989	9.484982341	8.399088387	6.390048177	5.953719145	5.418103615	4.640858017	3.565458244	2.947315679	2.46209344	2.234829972	1.759832504	1.598864171	1.256176379	1.260589195	1.018169865	1.003843074	0.928385826	0.868613398	0.873439174	0.862475958	0.757670258	0.637896772	0.62774627	0.585857382	0.594531108	0.633166209	0.598080574	0.610503101	0.621307798	0.743017014	1.042506117	1.746910793	2.31399308	2.093432429	1.47448692	0.633319419	0.305189613	0.192011498	0.139905035	0.127478515	0.118842968	0.110230858	0.108060337	0.109781871	0.109602544
3181.494327	2291.505788	9.857934891	17.65589788	30.36334909	65.75785295	110.8725517	152.4416562	93.64736759	51.36087359	73.00233647	75.8412284	68.28728234	31.35817504	16.66986067	10.70266576	8.988063819	9.571878203	7.905679816	7.229080869	5.887932965	4.737578894	4.448760753	4.045123054	3.790606991	2.575003743	1.927153652	1.667514487	1.377496771	1.25409947	1.180765115	0.890287038	0.835559823	0.794327918	0.709838792	0.701084111	0.668227796	0.591234937	0.566028164	0.559103558	0.52599128	0.530777252	0.50863885	0.499375962	0.494989048	0.486124434	0.478166566	0.472462349	0.478752135	0.508966835	0.558220207	0.649787977	0.659599129	0.589860375	0.42512011	0.275316363	0.179603622	0.152740961	0.134281746	0.121739513	0.110842953	0.109325685	0.106846671	0.105943169	0.103602282
3181.697684	2290.881181	9.876995486	17.700804	30.37531107	65.79316233	110.9364493	152.3738898	93.68257011	51.44551327	73.17846739	75.9540642	68.46252407	31.27934109	16.72585641	10.73703583	9.006235791	9.530833241	7.947062633	7.204120603	5.923356382	4.789672263	4.457846686	4.064660997	3.798741645	2.557811782	1.922681954	1.684854746	1.374991822	1.258837753	1.180757165	0.891007463	0.848904627	0.807534761	0.691750563	0.703004241	0.671646129	0.588268084	0.571174136	0.554496605	0.525508609	0.532817957	0.513319855	0.497105183	0.502457666	0.486138627	0.476631031	0.476633933	0.467640537	0.508386054	0.564083508	0.642701426	0.655422481	0.591721235	0.436364559	0.274823768	0.1867387	0.146494061	0.129961597	0.11711429	0.112854646	0.107830506	0.105791125	0.100325631	0.105399879
